paragraphs,avg_chars_paragraph,word_boundary_ratio,n_word_boundary_ratio,whitespace_ratio,num_white_space,words,max_word_len,digits,upper_ratio,lower_ratio,upper_lower_ratio,avg_digit_length,links,special_characters,comma_count,period_count,single_quote_count,semi_colon_count,words_len_1-3,words_len_6+,num_lines,num_sentences,avg_syllables,num_complex_words,num_simple_words,fog_index,flesch,class
0.08333333333333333,0.004205128205128205,0.0010471140449227223,0.00021940235137705673,0.0014150695527576534,0.011256910677412909,0.011272262718869767,0.00010651470568655385,0.0005864611260053619,0.038717401952350725,0.9141501336058147,0.002084973013057972,0.2767857142857143,0.0,0.0005216484089723526,0.004437869822485207,0.030441400304414,0.0,0.0013297872340425532,0.004484421172689097,0.010150622134905042,0.00457657985007159,0.02878787878787879,0.0004378520119965573,0.009504752376188095,0.010997067448680353,0.05382423648829134,0.9485031146241357,spam
0.10606060606060606,0.009159830007390981,0.002508652427083296,0.0004696969639411263,0.0012408076166643064,0.01918337440884567,0.019237995040204403,0.0004660018373786731,0.007707774798927614,0.09619011302266667,0.5224149618753094,0.009227752537704938,0.16359447004608293,0.0,0.015127803860198226,0.028106508875739646,0.1278538812785388,0.011834319526627219,0.0026595744680851063,0.01001866348696148,0.014734774066797643,0.011943229646547883,0.12424242424242424,0.00040260976165553254,0.013340003335000834,0.01466275659824047,0.05523835316930322,0.9477360727728519,ham
0.10606060606060606,0.013646526237989651,0.0013526785425530827,0.0004959723888970565,0.0017938045006419758,0.03130620129221341,0.029383031487187194,0.00038167769537681795,0.0036444369973190347,0.09894118975280043,0.7035573976080362,0.007032476195724117,0.21829855537720708,0.6666666666666666,0.08294209702660407,0.029585798816568046,0.0943683409436834,0.029585798816568046,0.005319148936170213,0.015151122401368657,0.03585461689587426,0.017471461261284644,0.09848484848484848,0.0007023729999701886,0.02501250625312656,0.01906158357771261,0.07753009777656378,0.9477039534138672,ham
0.09090909090909091,0.01951092809629395,0.0036571915346883302,0.0006173935909394991,0.0013740967165254045,0.029041497368946914,0.028481250469677612,0.00019083884768840897,0.01089142091152815,0.1425786228462872,0.5692670543381861,0.012375943406789422,0.09760087241003272,0.0,0.2039645279081899,0.0029585798816568047,0.030441400304414,0.023668639053254437,0.010638297872340425,0.01853387941313702,0.0297969875573019,0.021498678501754066,0.048484848484848485,0.0007391132567833224,0.035184258796064696,0.022727272727272728,0.09080535256085884,0.9485494447976371,spam
0.022727272727272728,0.05910539541759052,0.0006105214929357867,0.00013605126983185238,0.0011337763952292712,0.056484380203823355,0.05636131359434884,0.00024853431326862563,0.0013404825737265416,0.05808690394285304,0.8711397767330641,0.003312217555759432,0.1680672268907563,0.6666666666666666,0.07720396452790819,0.0650887573964497,0.091324200913242,0.08284023668639054,0.007978723404255319,0.020879776038156463,0.03945645055664702,0.022350839400113332,0.09848484848484848,0.0002670037991756639,0.04652326163081541,0.05498533724340176,0.04938962327826041,0.9493460781566646,ham
0.3939393939393939,0.008007664723111875,0.0006255057202842875,9.169140954290683e-05,0.0008802046587071736,0.09664957037234397,0.09874502141729917,0.0002751629896902641,0.0013404825737265416,0.0980402355658536,0.8511093572384262,0.005712706035347981,0.11344537815126052,0.6666666666666666,0.0782472613458529,0.14497041420118342,0.1750380517503805,0.15976331360946747,0.0013297872340425532,0.03512364560111981,0.05992141453831041,0.03763350160266809,0.17727272727272728,0.00018356255610380706,0.07753876938469234,0.12023460410557185,0.037417942608721055,0.9498601322387,ham
0.07575757575757576,0.020561468341956147,0.0006052360064303472,0.0002074647426922081,0.0009711704580865976,0.0442283354426164,0.045013902457353275,0.00048819240106337183,0.0003351206434316354,0.025198302033037908,0.9730675014680511,0.0012340885479521057,0.21428571428571427,0.0,0.003129890453834116,0.07692307692307693,0.0669710806697108,0.05917159763313609,0.0013297872340425532,0.01810617450360309,0.04518664047151277,0.019270948234469693,0.06060606060606061,0.0004235681842652494,0.04652326163081541,0.038856304985337244,0.06993063710488358,0.9494371799166264,ham
0.022727272727272728,0.010022764227642275,0.0014987142853689595,0.0001878822626719908,0.0006474495523830024,0.007926463731432758,0.008792364920718419,0.00021746752411004743,0.0006702412868632708,0.058950890642707275,0.8267484039864939,0.003567781635425639,0.14285714285714285,0.0,0.0010432968179447052,0.008875739644970414,0.0350076103500761,0.005917159763313609,0.0026595744680851063,0.0033179532375965577,0.0054027504911591355,0.003451900491830935,0.03484848484848485,0.0002845686761310529,0.0065032516258129065,0.009530791788856305,0.044040282277304804,0.9483218556670898,ham
0.045454545454545456,0.10785661492978564,0.006951821784322523,0.001237652716387741,0.002111314545525222,0.06054752547791914,0.05470804839558127,0.0004260588227462154,0.02379356568364611,0.04093905218834392,0.6764120806376792,0.0031632849578216724,0.22055137844611528,0.0,0.5685967657798644,0.0650887573964497,0.4322678843226788,0.04142011834319527,0.017287234042553192,0.05647000881331329,0.09675834970530452,0.06633012799716234,0.44545454545454544,0.0015758683780269357,0.07803901950975488,0.04985337243401759,0.09040438613701564,0.9466096546764043,spam
0.022727272727272728,0.012696526237989652,0.0030715181921350874,0.0006205732198722828,0.002155539304446916,0.007127156464397522,0.0067633576313218605,0.00024853431326862563,0.0007121313672922252,0.1479557615103163,0.7486732951189431,0.009792516278758202,0.12781954887218044,0.6666666666666666,0.020865936358894107,0.023668639053254437,0.0289193302891933,0.011834319526627219,0.0013297872340425532,0.004264088340504951,0.008513425016371971,0.004481414673605073,0.03636363636363636,0.0012041657529343781,0.006336501584125396,0.008064516129032258,0.050845027260751595,0.9472870705401701,ham
0.03787878787878788,0.033032203568788936,0.005018222209585394,0.0011680576980837168,0.001234229466377377,0.016252581096383136,0.016382355151424062,0.0005503259793805282,0.0036025469168900802,0.09568877089411951,0.6652590941453258,0.0072098587684094025,0.23051948051948054,0.0,0.20552947313510694,0.0029585798816568047,0.0410958904109589,0.005917159763313609,0.013297872340425532,0.015384415988387164,0.022757039947609692,0.017592580576787482,0.048484848484848485,0.0015063257600945715,0.026013006503251626,0.026392961876832845,0.05831727619767028,0.9480692567004422,spam
