word_boundary_ratio,n_word_boundary_ratio,whitespace_ratio,num_white_space,words,max_word_len,digits,upper_lower_ratio,avg_digit_length,comma_count,period_count,single_quote_count,num_sentences,avg_syllables,num_simple_words,fog_index,flesch,class
0.003754591413413208,0.0008584186919656217,0.0025764244836176957,0.0035968827016585624,0.0034568272337867287,0.0002707248769533244,0.001382372654155496,0.020203824193465673,0.17551020408163268,0.016272189349112426,0.0289193302891933,0.005917159763313609,0.02727272727272727,0.0014854110847044213,0.0036656891495601175,0.07798726738491675,0.9467294898414611,ham
0.005423837870555882,0.0011938476757265598,0.0030725536254320664,0.005994804502764271,0.0052603892688058915,0.00033285845527048077,0.0008796916890080429,0.005953048857088425,0.13664596273291926,0.011834319526627219,0.0502283105022831,0.0,0.05606060606060606,0.0016321555888381893,0.0021994134897360706,0.15586666027410398,0.9462994281806031,ham
0.0007334815792698229,0.00021359071346706076,0.0010014425456289853,0.017784586691534005,0.01833621402269482,0.00048819240106337183,0.0006283512064343163,0.0023072256464965793,0.14285714285714285,0.014792899408284023,0.030441400304414,0.023668639053254437,0.03484848484848485,0.00029337753216547585,0.024193548387096774,0.03916035971863592,0.949658267990663,ham
0.0030395515837468444,0.0007687658338404629,0.002242325601499652,0.008126290548191568,0.007589990230705643,0.00020859129863616795,0.0006702412868632708,0.011345353934706643,0.09523809523809525,0.029585798816568046,0.0395738203957382,0.029585798816568046,0.04393939393939394,0.001336241228959257,0.011730205278592375,0.040661564142259854,0.9473182673556695,ham
0.00038207853057196396,0.00014152295429333963,0.0002632365512451978,0.02611070405648438,0.0290072893965582,0.0002973535533749628,0.00046079088471849864,0.0033546439491941326,0.6593406593406593,0.011834319526627219,0.0319634703196347,0.0,0.030303030303030304,0.00030334379491774786,0.039589442815249266,0.03618045880904635,0.9515559388089839,spam
0.0034355188790584647,0.0008411234414540476,0.0005742345098321641,0.04016519016852062,0.04275944991357932,0.0003017916661119026,0.018808646112600535,0.0035676675175467477,0.1406398479569211,0.07248520710059171,0.1385083713850837,0.0,0.1484848484848485,0.0007300720597161155,0.03592375366568915,0.075672405459379,0.947849049226284,spam
0.0028360316442412317,0.0004835512789178895,0.001327199790412849,0.007660027975754346,0.007890583903208837,0.0002973535533749628,0.0005026809651474531,0.0017844219245373284,0.14285714285714285,0.004437869822485207,0.0121765601217656,0.0,0.013636363636363636,0.00043317336126461053,0.013196480938416423,0.03049639840664683,0.9500575218144002,spam
0.0005755154358935309,0.000141561107891018,0.0003930474960768922,0.014121095050955839,0.015706019388291876,0.0005458878666435885,0.0019269436997319035,0.0030994872872098247,0.21130952380952378,0.014792899408284023,0.0213089802130898,0.0,0.021212121212121213,0.0001519077460006096,0.025659824046920823,0.022080346807942304,0.9512506226135627,spam
0.001031731552749761,0.00029497158501837895,0.0015160069487845029,0.032638380070605474,0.031487187194709554,0.0003239822297966013,0.0006702412868632708,0.010121887746878956,0.09523809523809525,0.029585798816568046,0.0898021308980213,0.01775147928994083,0.10151515151515152,0.00041949051478438863,0.04325513196480939,0.04240045050238072,0.9487571791729345,spam
0.003432663780780874,0.0012106828314739908,0.00011049026630908498,0.06514354226337174,0.0728188171638987,0.00042162071000927565,0.01629524128686327,0.0033307763730266874,0.15893313847278043,0.1834319526627219,0.2146118721461187,0.03550295857988166,0.23787878787878788,0.0009789278817062337,0.05865102639296188,0.0923782854695944,0.9476352068065779,spam
0.003277409809009852,0.0007143868588432254,0.0018568591912134793,0.006327849197362286,0.006237318704441271,0.00025741053874250516,0.0007121313672922252,0.008164333959146971,0.12030075187969924,0.014792899408284023,0.0350076103500761,0.011834319526627219,0.03787878787878788,0.0013479027458458096,0.009530791788856305,0.04703579572988649,0.9472489702049572,ham
0.0025688157289185647,0.0004616861636496843,0.0011832505455959528,0.002264703923266502,0.002705343052528744,0.0003017916661119026,0.0008378016085790885,0.00966373004073388,0.1623376623376623,0.011834319526627219,0.0091324200913242,0.0,0.007575757575757576,0.0006984870917957427,0.0007331378299120235,0.2858308847535096,0.9472954631659096,ham
0.00460286692624096,0.0011513184371142974,0.00162335979019088,0.019583028042363285,0.01886225294957541,0.0004438112736939744,0.002848525469168901,0.025211768660803154,0.16530612244897958,0.008875739644970414,0.0989345509893455,0.01775147928994083,0.10757575757575757,0.0014359763521314994,0.013929618768328446,0.10398729218580828,0.946793628556137,spam
0.0021392574204066018,0.00044892616711842185,0.0016856604223992298,0.013521614600679412,0.01307582475388893,0.0002219056368469872,0.0011729222520107238,0.00560264887261317,0.14285714285714285,0.034023668639053255,0.0517503805175038,0.01775147928994083,0.051515151515151514,0.0008585646498815655,0.016129032258064516,0.05561652646729665,0.9479308088608243,ham
0.005722931771623051,0.0011001516869961355,0.0014427129987024205,0.01238926263904616,0.012324340572630946,0.00023078186232086667,0.0035187667560321718,0.01483470257103786,0.12790697674418605,0.0,0.0821917808219178,0.0,0.10151515151515152,0.0015016498405515256,0.01686217008797654,0.054835391344781124,0.9468541735967063,spam
0.02309623953624271,0.03280160737221311,0.035041642057701904,0.00399653633517618,0.000676335763132186,0.016523093719626666,0.01943699731903485,0.0470222191018553,0.032801961986511356,0.0,0.0015220700152207,0.0,0.0,0.03524233480694916,0.001466275659824047,0.06518416288249784,0.915985567016756,spam
