paragraphs,avg_chars_paragraph,upper_ratio,lower_ratio,links,special_characters,semi_colon_count,words_len_1-3,words_len_6+,num_lines,num_complex_words,num_simple_words,class
0.06060606060606061,0.01750480413895048,0.05778717413584031,0.9082564785844313,0.6666666666666666,0.013562858633281168,0.0013297872340425532,0.012999637098864638,0.028814669286182055,0.013556711956639284,0.029681507420376854,0.04105571847507331,ham
0.22727272727272727,0.019361973392461197,0.08286310054609008,0.9023400528747775,0.5,0.022952529994783515,0.02526595744680851,0.047708538545284875,0.11967910936476751,0.04991846074652755,0.11138902784725696,0.18695014662756598,spam
0.03787878787878788,0.013556752190898531,0.08489683297353398,0.8045334927720599,0.6666666666666666,0.024517475221700575,0.0013297872340425532,0.0065451811913525846,0.013916175507531107,0.007094131336594903,0.009004502251125562,0.011730205278592375,ham
0.045454545454545456,0.008805247597930523,0.17522024746073186,0.7032753124866573,0.8333333333333334,0.019300991131977047,0.0013297872340425532,0.004795479288713774,0.010478061558611657,0.005307621432928017,0.0080040020010005,0.0036656891495601175,ham
0.07575757575757576,0.03585883222468588,0.056883218304348296,0.5083367484392436,0.0,0.23839332290036516,0.0199468085106383,0.023225672663175902,0.035199738048461035,0.033407302629586855,0.0400200100050025,0.028592375366568914,spam
0.015151515151515152,0.0036585365853658534,0.12550879511770255,0.6445779422644283,0.0,0.0020865936358894104,0.0013297872340425532,0.0006221162320493546,0.00114603798297315,0.0006228993368717476,0.0010005002501250625,0.001466275659824047,ham
0.015151515151515152,0.0031529933481152994,0.1286260303072566,0.594668681606706,0.0,0.0,0.0013297872340425532,0.00046658717403701594,0.0009823182711198428,0.0004671745026538107,0.0008337502084375521,0.001466275659824047,ham
0.015151515151515152,0.058861049519586095,0.29071674440721407,0.3149893680186182,0.0,0.2180490349504434,0.022606382978723406,0.013375498989061122,0.022102161100196464,0.01762718609550258,0.0240120060030015,0.012463343108504398,spam
0.030303030303030304,0.0032278886425227884,0.05977705051568918,0.6691597636977876,0.0,0.005216484089723527,0.006648936170212766,0.0009850173674114781,0.0029469548133595285,0.0011809133261526882,0.0025012506253126563,0.002932551319648094,ham
0.015151515151515152,0.008124168514412415,0.08336794771606046,0.7757708536630057,0.0,0.0005216484089723526,0.0013297872340425532,0.001995956244491679,0.003601833660772757,0.001998468705796857,0.004669001167250292,0.0036656891495601175,ham
0.045454545454545456,0.013825572801182556,0.09046096163514873,0.8070858327819596,0.6666666666666666,0.022430881585811163,0.0026595744680851063,0.00784125667478874,0.016208251473477406,0.008400489668089818,0.009004502251125562,0.011730205278592375,ham
0.03787878787878788,0.05716988702354556,0.10871795059070216,0.6531323141843466,0.0,0.19248826291079812,0.013297872340425532,0.028824718751620095,0.05108055009823183,0.030604255613663988,0.05519426379856595,0.045454545454545456,spam
0.06060606060606061,0.10346400591278639,0.013876099141455867,1.0,0.5,0.09337506520605113,0.007978723404255319,0.07764788221266007,0.1627373935821873,0.07975274356878063,0.1855927963981991,0.2749266862170088,spam
0.030303030303030304,0.02629563932002956,0.09388794413868888,0.7705706781356984,0.6666666666666666,0.025039123630672927,0.0013297872340425532,0.011146249157550936,0.02226588081204977,0.011839413090402592,0.013173253293313323,0.008797653958944282,ham
0.015151515151515152,0.015665188470066517,0.21878967979720712,0.2964977299201177,0.0,0.17318727177882107,0.013297872340425532,0.003965990979314635,0.0008185985592665357,0.0043213641495477495,0.0005002501250625312,0.0,spam
0.20454545454545456,0.0063441139740551015,0.065674774815782,0.761671296900038,0.0,0.03495044340114763,0.0013297872340425532,0.013479185027736016,0.02455795677799607,0.01608291482284137,0.0335167583791896,0.04252199413489736,spam
0.03787878787878788,0.00659951430683138,0.06080303294354037,0.8214983179621094,0.0,0.0010432968179447052,0.0013297872340425532,0.0031494634247498576,0.0063850687622789785,0.003343758245846256,0.006169751542437886,0.008064516129032258,ham
0.015151515151515152,0.015665188470066517,0.06472030279044802,0.8206733533002264,0.0,0.04590505998956703,0.003989361702127659,0.004017833998652081,0.006548788474132285,0.0043213641495477495,0.008837752209438053,0.009530791788856305,spam
0.045454545454545456,0.0955761271249076,0.03556262610999641,0.6277983616524815,0.0,0.47209181011997914,0.009308510638297872,0.04262792265021515,0.07236411263916176,0.058764496468074245,0.08370852092713023,0.06378299120234604,spam
0.022727272727272728,0.0032035476718403548,0.09877610766211269,0.6989065069771966,0.0,0.0,0.0013297872340425532,0.0008683705739022241,0.0014734774066797642,0.0008262067593229431,0.0015007503751875938,0.0007331378299120235,ham
0.045454545454545456,0.008447154471544715,0.16759340634760764,0.7449803348104423,0.6666666666666666,0.01617110067814293,0.0013297872340425532,0.004886204572554306,0.009495743287491814,0.005087011251119272,0.007503751875937969,0.013929618768328446,ham
0.10606060606060606,0.0036128972653362897,0.10778605105909296,0.7303501673919036,0.0,0.011997913406364111,0.0013297872340425532,0.004912126082223029,0.008677144728225278,0.005108639700316208,0.008170752042688011,0.002932551319648094,spam
0.007575757575757576,0.09719339738851933,0.14806621784185112,0.6026471005838712,0.0,0.17110067814293167,0.0013297872340425532,0.018067292239100006,0.03700065487884741,0.02185338506858381,0.026680006670001668,0.016129032258064516,spam
0.015151515151515152,0.009191426459719142,0.08431375788031499,0.7895795281727862,0.0,0.0005216484089723526,0.0013297872340425532,0.002268132096013272,0.004747871643745907,0.0023272211335902794,0.0050025012506253125,0.009530791788856305,ham
0.6287878787878788,0.009509290900395633,0.14083943667928095,0.7167960081175339,0.0,0.1189358372456964,0.0013297872340425532,0.06300222924983151,0.11067452521283562,0.06957872106654209,0.14223778555944638,0.22434017595307917,spam
0.22727272727272727,0.019330376940133037,0.08301091657528666,0.9013778590271088,0.5,0.022952529994783515,0.02526595744680851,0.04763077401627871,0.11967910936476751,0.04984059832941858,0.11138902784725696,0.18695014662756598,spam
0.045454545454545456,0.02225831485587583,0.04314960265470869,0.9016201436212298,0.0,0.0036515388628064684,0.0013297872340425532,0.012364560111980921,0.030124426981008513,0.01359564316519377,0.032016008004002,0.04105571847507331,ham
0.07575757575757576,0.006345405272234541,0.2291852810451435,0.7036837035094589,0.0,0.009389671361502348,0.0013297872340425532,0.00592306495930323,0.011624099541584807,0.006133828192250959,0.012673003168250792,0.01466275659824047,spam
