paragraphs,avg_chars_paragraph,word_boundary_ratio,n_word_boundary_ratio,whitespace_ratio,words,max_word_len,digits,upper_ratio,lower_ratio,upper_lower_ratio,avg_digit_length,links,class
13,257.53846153846155,2.615740740740741,5.19212962962963,1.0115740740740742,432,102,28,0.04092526690391459,0.6903914590747331,0.059278350515463915,2.7857142857142856,5,ham
14,289.57142857142856,2.3471698113207546,5.3528301886792455,0.6452830188679245,530,95,58,0.0661764705882353,0.5840686274509804,0.11330255979857323,1.7241379310344827,1,spam
4,99.75,4.642857142857143,9.857142857142858,1.2142857142857142,28,96,22,0.11851851851851852,0.5259259259259259,0.22535211267605634,2.1363636363636362,1,ham
4,76.5,5.428571428571429,9.476190476190476,1.2857142857142858,21,55,18,0.0673076923076923,0.5480769230769231,0.12280701754385964,2.1666666666666665,1,ham
4,91.25,4.533333333333333,7.866666666666666,1.2,30,74,20,0.08086253369272237,0.5498652291105122,0.14705882352941177,1.95,1,ham
4,90.25,3.7142857142857144,6.8,1.1714285714285715,35,77,12,0.09264305177111716,0.5940054495912807,0.1559633027522936,2.1666666666666665,1,ham
7,299.14285714285717,3.486910994764398,7.544502617801047,1.094240837696335,191,80,35,0.1030389363722697,0.5902184235517569,0.1745776347546259,2.0,5,ham
12,209.41666666666666,2.523961661341853,5.578274760383387,0.9680511182108626,313,73,25,0.09230769230769231,0.642603550295858,0.143646408839779,1.72,5,ham
4,267.75,3.8043478260869565,7.913043478260869,1.065217391304348,92,69,19,0.14113277623026926,0.5626740947075209,0.2508250825082508,1.894736842105263,5,ham
16,179.125,3.260377358490566,7.6716981132075475,1.230188679245283,265,76,51,0.062154696132596686,0.6926795580110497,0.0897308075772682,2.2549019607843137,5,ham
4,176.25,2.966292134831461,5.033707865168539,1.0786516853932584,89,90,29,0.09563994374120956,0.5780590717299579,0.1654501216545012,1.7586206896551724,1,ham
7,466.42857142857144,4.146551724137931,9.982758620689655,1.1293103448275863,232,134,73,0.10314311870613366,0.5837656393042416,0.1766858337689493,2.493150684931507,5,ham
4,283.25,4.0,8.808988764044944,1.0898876404494382,89,75,17,0.1009657594381036,0.6154521510096576,0.16405135520684735,1.8823529411764706,5,ham
9,139.0,4.650602409638554,10.626506024096386,1.0843373493975903,83,67,25,0.11838989739542226,0.5872138910812944,0.20161290322580644,1.96,5,ham
54,162.92592592592592,2.320588235294118,4.2272058823529415,1.076470588235294,1360,89,34,0.08299640610961366,0.6666666666666666,0.12449460916442048,1.7941176470588236,5,ham
6,329.3333333333333,4.028985507246377,10.369565217391305,1.1521739130434783,138,110,27,0.06696878147029205,0.6440080563947633,0.10398749022673964,2.185185185185185,5,ham
4,675.0,2.246376811594203,4.292270531400966,1.0603864734299517,414,40,9,0.7494456762749445,0.04212860310421286,17.789473684210527,2.2222222222222223,1,spam
15,173.53333333333333,2.4550898203592815,5.425149700598802,1.0239520958083832,334,81,17,0.05891296085138731,0.6879513492968453,0.0856353591160221,1.8823529411764706,5,ham
4,91.5,5.304347826086956,10.91304347826087,1.2608695652173914,23,96,22,0.11559139784946236,0.5080645161290323,0.2275132275132275,2.1363636363636362,1,ham
6,170.0,4.666666666666667,9.652777777777779,1.1805555555555556,72,69,24,0.13009708737864079,0.5660194174757281,0.22984562607204118,1.75,5,ham
9,147.55555555555554,3.9029126213592233,9.155339805825243,0.9029126213592233,103,87,19,0.04241071428571429,0.6376488095238095,0.06651108518086347,3.4210526315789473,5,ham
5,118.2,3.7454545454545456,7.163636363636364,1.1636363636363636,55,56,16,0.07679465776293823,0.6243739565943238,0.12299465240641712,1.5,1,ham
4,75.75,10.0,18.181818181818183,1.5454545454545454,11,71,20,0.10355987055016182,0.47896440129449835,0.21621621621621623,2.1,1,ham
6,75.16666666666667,5.241379310344827,10.689655172413794,1.2413793103448276,29,96,29,0.1019522776572668,0.4924078091106291,0.20704845814977973,2.2413793103448274,1,ham
4,176.25,2.966292134831461,5.033707865168539,1.0786516853932584,89,90,29,0.09563994374120956,0.5780590717299579,0.1654501216545012,1.7586206896551724,1,ham
16,149.6875,2.920863309352518,5.805755395683454,1.143884892086331,278,108,23,0.06103092783505155,0.6944329896907216,0.08788598574821853,1.7826086956521738,5,ham
7,275.57142857142856,2.9,5.927272727272728,1.0545454545454545,220,73,24,0.09015971148892324,0.6501803194229778,0.1386687797147385,1.7083333333333333,5,ham
4,84.75,5.217391304347826,9.826086956521738,1.2608695652173914,23,77,20,0.0927536231884058,0.527536231884058,0.17582417582417584,2.15,1,ham
26,775.2307692307693,1.4903242020608194,3.588087459160593,0.3923096255340538,3979,97,768,0.2356230822527962,0.33915668613283184,0.6947322340580767,1.3203125,1,spam
10,175.3,4.296875,9.546875,1.1875,128,95,31,0.05194805194805195,0.6651609260304913,0.07809847198641766,2.4516129032258065,5,ham
4,73.25,10.0,17.272727272727273,1.5454545454545454,11,71,20,0.11036789297658862,0.45819397993311034,0.24087591240875914,2.1,1,ham
8,82.875,4.171428571428572,15.2,1.2857142857142858,35,112,44,0.1358936484490399,0.4711964549483013,0.2884012539184953,1.7727272727272727,1,ham
6,149.33333333333334,2.9724770642201834,5.348623853211009,1.0642201834862386,109,69,23,0.03532008830022075,0.6534216335540839,0.05405405405405406,2.260869565217391,1,ham
3,1132.6666666666667,8.287234042553191,9.813829787234043,1.0957446808510638,188,446,370,0.2139917695473251,0.3265726043503821,0.6552655265526552,1.1864864864864866,1,spam
18,94.5,4.582677165354331,9.086614173228346,1.110236220472441,127,135,100,0.08760806916426513,0.49452449567723344,0.17715617715617715,1.94,1,spam
8,155.75,2.8920863309352516,6.179856115107913,0.8129496402877698,139,80,16,0.09682539682539683,0.611904761904762,0.1582360570687419,1.75,5,ham
6,361.6666666666667,2.5337837837837838,4.83445945945946,1.0405405405405406,296,85,28,0.10045871559633028,0.6050458715596331,0.16603487490523122,1.7857142857142858,5,ham
4,98.75,4.451612903225806,8.516129032258064,1.1935483870967742,31,77,20,0.08478802992518704,0.5586034912718204,0.15178571428571427,2.2,1,ham
5,65.0,6.095238095238095,9.80952380952381,1.3333333333333333,21,76,23,0.07807807807807808,0.5195195195195195,0.15028901734104047,1.8695652173913044,1,ham
9,299.44444444444446,2.5755813953488373,5.308139534883721,1.0348837209302326,344,71,19,0.0549612689044633,0.699741792696422,0.07854507116499737,1.894736842105263,5,ham
21,345.9047619047619,2.5219941348973607,4.618768328445748,1.0977517106549364,1023,73,47,0.0546276013143483,0.6956462212486308,0.07852784884865184,2.0638297872340425,5,ham
7,412.42857142857144,2.3514851485148514,4.826732673267327,1.0396039603960396,404,64,42,0.03725422559503277,0.6319420489824077,0.05895196506550218,2.5238095238095237,5,ham
4,70.0,9.636363636363637,16.454545454545453,1.5454545454545454,11,55,20,0.07692307692307693,0.493006993006993,0.15602836879432624,2.1,1,ham
12,98.75,5.555555555555555,11.222222222222221,1.3611111111111112,72,85,43,0.2883181441590721,0.34631317315658655,0.8325358851674641,1.697674418604651,1,spam
7,253.71428571428572,4.491803278688525,10.172131147540984,1.098360655737705,122,80,45,0.10794183445190157,0.5799776286353467,0.18611378977820636,2.1555555555555554,5,ham
8,167.75,2.4216216216216218,4.9135135135135135,1.1081081081081081,185,82,12,0.10103244837758112,0.6253687315634219,0.1615566037735849,1.5833333333333333,1,ham
8,195.5,3.8962962962962964,7.8,1.1555555555555554,135,88,34,0.11977186311787072,0.5804816223067174,0.20633187772925765,2.3823529411764706,5,ham
4,165.75,2.9195402298850577,4.781609195402299,1.0689655172413792,87,61,22,0.04783258594917788,0.6367713004484304,0.07511737089201878,2.0454545454545454,1,ham
4,69.75,9.636363636363637,16.363636363636363,1.5454545454545454,11,55,18,0.07719298245614035,0.5087719298245614,0.15172413793103448,2.111111111111111,1,ham
11,332.09090909090907,3.6143790849673203,8.392156862745098,1.1830065359477124,306,92,75,0.06942553770759598,0.5970596242853253,0.11627906976744186,2.2933333333333334,5,ham
4,179.5,3.0,6.0625,1.075,80,96,24,0.06767955801104972,0.6464088397790055,0.1047008547008547,2.0416666666666665,1,ham
4,59.5,8.363636363636363,13.909090909090908,1.5454545454545454,11,55,18,0.07377049180327869,0.48770491803278687,0.15126050420168066,2.2222222222222223,1,ham
8,220.5,3.9555555555555557,9.222222222222221,1.1037037037037036,135,80,25,0.10573678290213723,0.6119235095613048,0.17279411764705882,1.92,5,ham
5,86.2,5.5,10.214285714285714,1.3214285714285714,28,77,20,0.11617312072892938,0.5079726651480638,0.22869955156950672,2.4,1,ham
8,101.5,2.869565217391304,6.119565217391305,1.1195652173913044,92,89,19,0.15980629539951574,0.5351089588377724,0.2986425339366516,2.1578947368421053,1,ham
5,367.6,4.484848484848484,9.507575757575758,1.128787878787879,132,80,46,0.08342361863488625,0.6121343445287107,0.13628318584070798,2.152173913043478,5,ham
4,321.5,4.781609195402299,10.080459770114942,1.2413793103448276,87,103,43,0.1130030959752322,0.5719814241486069,0.1975642760487145,2.2093023255813953,5,ham
11,81.72727272727273,2.977272727272727,7.4772727272727275,1.1363636363636365,88,137,5,0.06528835690968444,0.5973884657236126,0.1092896174863388,1.6,1,ham
9,112.55555555555556,2.9516129032258065,5.354838709677419,1.1612903225806452,124,65,10,0.05928085519922255,0.6831875607385811,0.08677098150782361,1.1,1,ham
8,216.625,2.5493562231759657,4.952789699570816,1.03862660944206,233,77,30,0.04751001717229536,0.6805953062392673,0.06980656013456686,2.1333333333333333,1,ham
14,137.92857142857142,2.2666666666666666,3.9492063492063494,1.034920634920635,315,90,26,0.1195707715891671,0.5993868165559529,0.19948849104859334,2.1923076923076925,1,spam
5,99.0,3.75,6.75,1.1666666666666667,48,55,14,0.09741550695825049,0.6023856858846919,0.1617161716171617,1.5714285714285714,1,ham
5,130.2,3.2,6.228571428571429,1.1142857142857143,70,77,16,0.08801213960546282,0.6160849772382397,0.14285714285714285,2.0625,1,ham
10,603.9,1.9192734611503532,4.193743693239153,0.48234106962663975,991,60,272,0.08139342909030874,0.4655770183259039,0.174822695035461,1.6727941176470589,1,spam
4,83.25,5.523809523809524,10.666666666666666,1.2857142857142858,21,96,22,0.12389380530973451,0.4749262536873156,0.2608695652173913,2.1363636363636362,1,ham
6,191.5,4.232558139534884,9.255813953488373,1.2093023255813953,86,74,16,0.10353753235547886,0.6246764452113891,0.16574585635359115,1.75,5,ham
5,110.8,4.0,7.9787234042553195,1.1914893617021276,47,77,16,0.07829181494661921,0.6120996441281139,0.12790697674418605,1.75,1,ham
15,90.06666666666666,4.59047619047619,8.552380952380952,1.2952380952380953,105,65,47,0.09209572153734591,0.5924583031182016,0.1554467564259486,2.297872340425532,1,spam
18,234.33333333333334,2.9212410501193316,7.229116945107399,1.1479713603818615,419,84,23,0.06279397930385701,0.7022577610536218,0.08941728064300067,2.130434782608696,6,ham
10,617.1,1.9501495513459621,4.221335992023929,0.48554336989032904,1003,60,282,0.08175795766682824,0.46404911940539667,0.17618384401114207,1.677304964539007,1,spam
10,189.0,2.5,5.454166666666667,0.7125,240,83,30,0.08385744234800839,0.5959119496855346,0.14072119613016712,1.7666666666666666,5,ham
9,502.44444444444446,2.1616688396349413,3.75619295958279,1.0091264667535853,767,55,16,0.022697223446452183,0.745923314235346,0.030428360413589366,1.625,1,ham
6,224.16666666666666,3.961904761904762,8.952380952380953,1.1904761904761905,105,82,23,0.11586715867158671,0.5896678966789668,0.1964956195244055,2.0,6,ham
8,120.875,2.297872340425532,4.666666666666667,0.8794326241134752,141,73,12,0.1111111111111111,0.6116207951070336,0.18166666666666667,1.75,1,ham
8,205.5,2.7939698492462313,5.542713567839196,1.065326633165829,199,83,24,0.10132689987937274,0.6043425814234017,0.16766467065868262,1.8333333333333333,5,ham
8,225.625,2.228187919463087,3.879194630872483,0.9194630872483222,298,77,21,0.04562946673996701,0.6706981858163826,0.0680327868852459,2.142857142857143,1,ham
4,70.5,6.235294117647059,10.764705882352942,1.3529411764705883,17,77,20,0.11458333333333333,0.4652777777777778,0.2462686567164179,2.2,1,ham
14,92.92857142857143,2.802721088435374,6.2312925170068025,1.1700680272108843,147,137,12,0.05651846269781462,0.6073850791258478,0.09305210918114144,2.0833333333333335,1,ham
29,230.06896551724137,2.2398331595411887,4.776850886339937,0.6246089676746611,959,358,219,0.11682520808561236,0.4754756242568371,0.24570178180681462,2.721461187214612,1,spam
4,70.5,9.636363636363637,16.636363636363637,1.5454545454545454,11,55,18,0.0763888888888889,0.5034722222222222,0.15172413793103448,2.2222222222222223,1,ham
4,80.5,5.083333333333333,8.625,1.25,24,55,18,0.057926829268292686,0.5640243902439024,0.10270270270270271,2.1666666666666665,1,ham
15,174.6,2.489425981873112,5.5105740181268885,0.8821752265861027,331,102,20,0.05402342274272762,0.6433698526633925,0.08396946564885496,2.4,5,ham
4,69.5,9.636363636363637,16.272727272727273,1.5454545454545454,11,55,18,0.07746478873239436,0.4964788732394366,0.15602836879432624,2.2222222222222223,1,ham
8,449.875,3.0207253886010363,6.341968911917099,1.1528497409326426,386,111,69,0.06559645723775256,0.6246886244118461,0.10500664599025254,2.1449275362318843,5,ham
11,262.0,3.0125786163522013,6.116352201257862,1.0754716981132075,318,80,36,0.0771881461061337,0.655065472088215,0.11783271962125197,1.6944444444444444,5,ham
7,229.0,4.103448275862069,9.827586206896552,1.0775862068965518,116,80,34,0.10588235294117647,0.5857585139318885,0.18076109936575052,2.0588235294117645,5,ham
4,109.25,4.055555555555555,8.277777777777779,1.1666666666666667,36,96,22,0.10609480812641084,0.5440180586907449,0.1950207468879668,2.1363636363636362,1,ham
7,218.85714285714286,3.3972602739726026,7.184931506849315,1.0547945205479452,146,110,24,0.11204663212435233,0.6094559585492227,0.18384697130712008,2.125,5,ham
16,192.75,2.2974137931034484,4.415948275862069,1.0905172413793103,464,32,15,0.04174694926140013,0.7514450867052023,0.05555555555555555,2.466666666666667,1,spam
21,347.57142857142856,2.3062558356676,4.547152194211018,1.0280112044817926,1071,120,42,0.04428396239269655,0.7236680746695735,0.061193748823197135,2.6666666666666665,5,ham
7,106.85714285714286,3.5,7.069444444444445,1.2083333333333333,72,55,10,0.09078947368421053,0.656578947368421,0.13827655310621242,1.9,1,ham
11,829.5454545454545,1.186471663619744,2.993601462522852,0.2920475319926874,2188,102,414,0.047566976489885185,0.412356478950246,0.11535401750198886,1.8695652173913044,1,spam
8,319.0,2.744027303754266,6.017064846416382,1.068259385665529,293,83,34,0.09275136399064692,0.6418550272798129,0.14450516089860352,2.4411764705882355,5,ham
7,274.57142857142856,4.4603174603174605,10.896825396825397,1.1428571428571428,126,127,31,0.0904860392967942,0.6116856256463289,0.14792899408284024,2.161290322580645,5,ham
7,484.7142857142857,2.633093525179856,5.534772182254197,1.1510791366906474,417,69,49,0.055212922173274594,0.6534508076358296,0.0844943820224719,2.306122448979592,5,ham
4,87.5,3.7142857142857144,6.485714285714286,1.1714285714285715,35,55,10,0.05337078651685393,0.651685393258427,0.08189655172413793,2.0,1,ham
14,131.71428571428572,3.933774834437086,8.456953642384105,1.2251655629139073,151,86,36,0.10641711229946524,0.6235294117647059,0.17066895368782162,2.0277777777777777,5,ham
7,210.14285714285714,3.2847682119205297,6.543046357615894,1.0794701986754967,151,73,29,0.10856372218476062,0.6001348617666892,0.18089887640449437,2.1379310344827585,5,ham
6,244.5,4.15929203539823,8.920353982300885,1.2212389380530972,113,104,31,0.07853757616790792,0.6052809749492214,0.1297539149888143,2.3870967741935485,5,ham
3,525.6666666666666,3.803030303030303,8.181818181818182,1.2121212121212122,132,74,44,0.09930423782416192,0.5895003162555345,0.1684549356223176,2.2045454545454546,5,ham
49,179.14285714285714,2.1695382494831152,3.946933149552033,1.0351481736733288,1451,137,62,0.08113590263691683,0.6587784539102998,0.12316113581936367,2.3870967741935485,1,spam
6,164.5,4.438356164383562,9.232876712328768,1.1643835616438356,73,73,19,0.1283851554663992,0.5787362086258776,0.2218370883882149,1.9473684210526316,5,ham
5,241.4,5.012345679012346,10.0,1.2469135802469136,81,181,22,0.08559670781893004,0.6386831275720165,0.13402061855670103,2.4545454545454546,5,ham
7,464.0,2.4307692307692306,4.736263736263736,1.10989010989011,455,55,19,0.06840490797546012,0.7046012269938651,0.09708315193730953,2.4210526315789473,1,spam
10,224.8,2.6713286713286712,5.255244755244755,1.0524475524475525,286,73,28,0.1001765225066196,0.6288614298323036,0.15929824561403508,1.75,5,ham
19,103.42105263157895,2.5991189427312777,6.220264317180617,1.066079295154185,227,139,19,0.06496751624187906,0.6266866566716641,0.10366826156299841,1.6842105263157894,1,ham
4,58.25,8.363636363636363,13.454545454545455,1.5454545454545454,11,55,18,0.07112970711297072,0.4811715481171548,0.14782608695652175,2.2222222222222223,1,ham
7,249.71428571428572,2.2421875,4.63671875,0.98828125,256,81,28,0.10568181818181818,0.6034090909090909,0.1751412429378531,2.392857142857143,1,ham
10,618.0,1.9678391959798995,4.262311557788944,0.4864321608040201,995,70,290,0.08115521135850275,0.46224588576960307,0.17556719022687609,1.710344827586207,1,spam
7,297.57142857142856,4.784,11.984,1.216,125,109,38,0.081145584725537,0.6343675417661098,0.12791572610985705,1.9473684210526316,5,ham
4,208.5,5.918367346938775,11.244897959183673,1.3265306122448979,49,71,40,0.19523809523809524,0.42738095238095236,0.4568245125348189,2.075,1,spam
8,180.25,4.2592592592592595,9.231481481481481,1.1759259259259258,108,73,25,0.09684065934065934,0.6085164835164835,0.15914221218961624,1.64,5,ham
7,108.0,3.119047619047619,6.035714285714286,1.1904761904761905,84,55,6,0.049479166666666664,0.6927083333333334,0.07142857142857142,1.5,1,ham
4,68.75,6.625,11.0,1.4375,16,71,21,0.1103202846975089,0.45907473309608543,0.24031007751937986,2.0,1,ham
28,109.17857142857143,1.7898686679174485,4.048780487804878,0.8217636022514071,533,98,64,0.06814529090324654,0.5258759241401478,0.1295843520782396,2.484375,1,spam
7,205.42857142857142,2.2735849056603774,4.570754716981132,1.0896226415094339,212,73,17,0.08344827586206896,0.6110344827586207,0.136568848758465,2.235294117647059,1,ham
10,80.1,2.5714285714285716,5.795918367346939,1.0816326530612246,98,137,5,0.057387057387057384,0.5763125763125763,0.09957627118644068,1.0,1,ham
7,268.2857142857143,3.4651162790697674,7.52906976744186,1.180232558139535,172,84,43,0.10158730158730159,0.6105820105820106,0.1663778162911612,2.1627906976744184,5,ham
4,89.25,4.0,6.4,1.1714285714285715,35,55,18,0.06887052341597796,0.5702479338842975,0.12077294685990338,2.0555555555555554,1,ham
4,147.0,9.6,109.4,2.8,5,415,60,0.32323232323232326,0.42592592592592593,0.758893280632411,1.3833333333333333,1,spam
10,215.5,3.5767195767195767,7.925925925925926,1.1111111111111112,189,80,52,0.09433962264150944,0.601932811780948,0.15672782874617738,1.6153846153846154,5,ham
10,108.7,1.824390243902439,3.5707317073170732,0.5707317073170731,205,92,61,0.08687782805429864,0.48959276018099546,0.17744916820702403,1.901639344262295,1,spam
7,122.85714285714286,2.630630630630631,5.2342342342342345,0.963963963963964,111,77,18,0.05389908256880734,0.6594036697247706,0.0817391304347826,2.2777777777777777,1,ham
13,98.15384615384616,2.7162162162162162,6.074324324324325,1.135135135135135,148,173,7,0.05153846153846154,0.6346153846153846,0.08121212121212121,1.7142857142857142,1,ham
11,320.6363636363636,3.36094674556213,7.136094674556213,0.9171597633136095,338,80,117,0.0634338877925007,0.5720327036932619,0.11089206505667816,1.811965811965812,5,ham
7,338.57142857142856,3.7777777777777777,8.257575757575758,1.0707070707070707,198,127,59,0.07976490344248531,0.5986565910999161,0.1332398316970547,2.0847457627118646,5,ham
9,160.77777777777777,3.4107142857142856,9.660714285714286,1.375,112,424,51,0.1872863978127136,0.5625427204374572,0.33292831105710813,1.1764705882352942,1,ham
4,221.75,2.097560975609756,8.804878048780488,0.5365853658536586,82,76,58,0.3135498320268757,0.251959686450168,1.2444444444444445,2.0689655172413794,1,ham
51,69.62745098039215,3.420765027322404,6.557377049180328,1.2923497267759563,366,114,112,0.07943029307039168,0.5979183785264311,0.13284470911589555,2.2589285714285716,4,ham
4,162.5,2.9887640449438204,4.393258426966292,1.0786516853932584,89,90,23,0.08689024390243902,0.5685975609756098,0.15281501340482573,1.8695652173913044,1,ham
4,81.25,4.142857142857143,7.714285714285714,1.2142857142857142,28,55,10,0.06646525679758308,0.6314199395770392,0.10526315789473684,2.2,1,ham
3,300.6666666666667,4.371428571428571,8.585714285714285,1.1571428571428573,70,74,22,0.24282560706401765,0.40507726269315675,0.5994550408719346,2.0454545454545454,1,spam
4,62.0,9.2,16.3,1.6,10,71,20,0.10236220472440945,0.452755905511811,0.22608695652173913,2.1,1,ham
5,133.0,3.0684931506849313,6.164383561643835,1.1232876712328768,73,55,15,0.06240713224368499,0.6404160475482912,0.09744779582366589,1.9333333333333333,1,ham
7,277.14285714285717,3.3266331658291457,6.4874371859296485,1.1457286432160805,199,80,35,0.07581967213114754,0.6557377049180327,0.115625,1.8857142857142857,5,ham
7,292.85714285714283,3.5374149659863945,10.496598639455783,0.8435374149659864,147,90,74,0.17410281280310377,0.4830261881668283,0.3604417670682731,2.0135135135135136,5,ham
6,272.6666666666667,3.7285714285714286,8.035714285714286,1.1142857142857143,140,75,36,0.15370595382746052,0.5577156743620899,0.275599128540305,1.8888888888888888,5,ham
4,57.75,3.2,6.32,1.12,25,54,5,0.0379746835443038,0.6624472573839663,0.05732484076433121,3.4,1,ham
6,178.33333333333334,3.109090909090909,6.718181818181818,1.2,110,57,17,0.09166666666666666,0.6342592592592593,0.14452554744525548,1.9411764705882353,1,ham
4,53.75,9.777777777777779,14.88888888888889,1.6666666666666667,9,55,18,0.07692307692307693,0.46153846153846156,0.16666666666666666,2.111111111111111,1,ham
9,275.1111111111111,2.4574468085106385,4.172872340425532,1.0292553191489362,376,70,39,0.030497592295345103,0.6978330658105939,0.04370327774583094,1.9743589743589745,1,ham
8,233.25,1.834862385321101,3.9174311926605503,0.8012232415902141,327,62,15,0.030851063829787233,0.7063829787234043,0.043674698795180725,2.2666666666666666,1,ham
5,325.0,3.764705882352941,8.25,1.1985294117647058,136,103,41,0.08756889161053276,0.6246172688303735,0.14019607843137255,2.341463414634146,5,ham
25,297.52,2.0832526621490803,5.164569215876089,0.9186834462729913,1033,67,33,0.03887256211594977,0.747127972214801,0.05202932236724477,1.9393939393939394,5,ham
