paragraphs,avg_chars_paragraph,word_boundary_ratio,n_word_boundary_ratio,whitespace_ratio,words,max_word_len,digits,upper_ratio,lower_ratio,upper_lower_ratio,avg_digit_length,links,class
0.5984848484848485,0.007175494785250883,0.002454154971052081,0.0003205284950188053,0.007909223406557567,0.13032834101382487,0.00021902062736268502,0.001675603217158177,0.030870913542057492,0.9272225020038548,0.0016287836078205933,0.1020408163265306,0.6666666666666666,ham
0.03787878787878788,0.015506704677436384,0.004031621327609986,0.0007369804920592402,0.009341544853558734,0.012816820276497696,0.00024530310264620723,0.001382372654155496,0.06701257198093002,0.760573196736675,0.004435915139011817,0.236734693877551,0.6666666666666666,ham
0.03787878787878788,0.025392883539225003,0.002944959456641947,0.00039134784631256333,0.007993875571896071,0.030817972350230413,0.0002496835151934609,0.0013404825737265416,0.09137739768906564,0.8606430033672833,0.005264081759548983,0.09243697478991596,0.6666666666666666,ham
0.015151515151515152,0.055209903917220984,0.05348798761350124,0.07418728485590648,0.09839832056116617,7.200460829493088e-05,0.01660614396663878,0.021070710455764075,0.5165840272401643,0.500416964879887,0.04934786498022914,0.03705799151343706,0.0,spam
0.015151515151515152,0.00781522542498152,0.003289233049438993,0.000330704759396995,0.008105704458014746,0.005904377880184331,0.0001971185646264165,0.0007540214477211796,0.07624707486396883,0.7872354085549174,0.00484654807030063,0.12857142857142856,0.0,ham
0.030303030303030304,0.037838876570583886,0.0018966498241213554,0.0003204760958432585,0.0063187411773413865,0.04752304147465438,0.000306628878307759,0.0005026809651474531,0.03226102212046501,0.9525834988534273,0.0016414640352405497,0.18367346938775508,0.0,spam
0.015151515151515152,0.006621581670362158,0.0037704847499784107,0.0004966766045675849,0.008483927652117,0.004032258064516129,0.0002803464030242368,0.0008796916890080429,0.10670182134949598,0.7257698074617872,0.007332034764201429,0.12422360248447206,0.0,ham
0.045454545454545456,0.0080750184774575,0.0026356449461914376,0.00029353092532471953,0.008029181689058735,0.014112903225806451,0.00023216186500444612,0.00029323056300268094,0.13939926760839283,0.7748057032780906,0.008919663369622969,0.09523809523809525,0.0,ham
0.015151515151515152,0.006902439024390243,0.010226919236677056,0.0014735447030370741,0.013572340642857329,0.0015120967741935483,0.0008278979714309493,0.0003351206434316354,0.17446161656964854,0.584106577727609,0.014687479359325819,0.042857142857142864,0.0,spam
0.06060606060606061,0.03277782705099778,0.00205298253984756,0.0002870276741111758,0.003260064630535797,0.07099654377880184,0.00014893402660662582,0.011310321715817695,0.0958873043058774,0.5784130798094148,0.008319079050927141,0.09611344537815127,0.0,spam
0.05303030303030303,0.014309271577564257,0.002767377665867047,0.00028456038781829115,0.007777689970694586,0.026713709677419355,0.00019273815207916282,0.0015499329758713136,0.02752996872408758,0.8933738949585057,0.001528713291382113,0.1391941391941392,0.0,ham
