paragraphs,avg_chars_paragraph,word_boundary_ratio,n_word_boundary_ratio,whitespace_ratio,words,max_word_len,digits,upper_ratio,lower_ratio,upper_lower_ratio,avg_digit_length,links,class
0.02717391304347826,0.006987596525006222,0.002406587870885784,0.0003379458619519591,0.007570888153180363,0.016705069124423964,0.00048622579274516076,0.0005445710455764075,0.05984338413859925,0.8048800014134903,0.0036942988081656645,0.1142857142857143,0.0,ham
0.019021739130434784,0.010285397803711125,0.003728234582447376,0.0006173838628996741,0.0069080659430966395,0.011952764976958526,0.0002540639277407146,0.0007121313672922252,0.09862155265090612,0.7772412049847693,0.006263753810792944,0.12030075187969924,0.5,ham
0.016304347826086956,0.008217840122594008,0.0027648671329694066,0.0003225747154713682,0.007765485171961862,0.012600806451612902,0.0001270319638703573,0.0005864611260053619,0.032771226356194214,0.9065605310087895,0.0017619130687750442,0.14285714285714285,0.0,ham
0.019021739130434784,0.011900774694840336,0.0028133293840827797,0.0004339398177602077,0.008421057218176722,0.017785138248847927,0.00048622579274516076,0.00046079088471849864,0.04508104990797053,0.8728716027020096,0.0025421689850346732,0.14285714285714285,0.0,ham
0.019021739130434784,0.011501608204368253,0.0036253404414992247,0.0005027829267238701,0.008042557131116823,0.014904953917050691,0.00022340103990993871,0.002052613941018767,0.028953062899396437,0.852754914223878,0.0016917263326724403,0.1596638655462185,0.0,ham
0.019021739130434784,0.011314498911959464,0.004024530540389654,0.0006533009125349169,0.00841774252805541,0.012456797235023041,0.00023654227755169982,0.0008796916890080429,0.09384642817172077,0.7914595533125348,0.00585263850620243,0.13664596273291926,0.5,ham
0.005434782608695652,0.004807773268443831,0.005611497622281022,0.0007527423599484777,0.009463416771658349,0.001800115207373272,0.0002803464030242368,0.0008796916890080429,0.14167587316116406,0.6106754377681096,0.011385936007891452,0.14285714285714285,0.0,ham
0.10597826086956522,0.005862316676818486,0.005032644875197694,0.0008154668424093372,0.010650539529443486,0.025993663594470046,0.00046432373000889225,0.006409182305630027,0.0629652440152418,0.7520560368894207,0.004186171191880835,0.0608294930875576,0.0,spam
0.01358695652173913,0.013602578259129796,0.0027400939011845626,0.0005166203972970833,0.004368285369367871,0.014472926267281106,0.00023654227755169982,0.0011729222520107238,0.08549313335620722,0.7470354531626102,0.005677227078589194,0.15714285714285717,0.5,ham
0.010869565217391304,0.013494322168521854,0.004684462771688927,0.0007854288564728804,0.009228700484947979,0.008424539170506912,0.00023654227755169982,0.0011310321715817695,0.08141713956133374,0.7775260942090274,0.005187203751794372,0.19704433497536947,0.5,ham
0.02717391304347826,0.012965738417467027,0.003465825409408239,0.0005594656848476625,0.008131853222051446,0.021601382488479263,0.00020587938972092392,0.0016337131367292225,0.08505882917527544,0.8414702879464367,0.004974721776484001,0.11846689895470384,0.5,ham
0.019021739130434784,0.015568116826052598,0.004352796002330965,0.0007243147053625313,0.00897419613217051,0.01576900921658986,0.0003110092908550127,0.0019269436997319035,0.06294565229814074,0.8131571635092238,0.003837665963950161,0.11309523809523811,0.5,ham
0.10597826086956522,0.003879870905540977,0.0026051380434549245,0.000605668908010407,0.008263496436614856,0.024985599078341015,0.00027158557792972943,0.0012985924932975871,0.09042432815019097,0.5892697100118129,0.007651680741536376,0.16450216450216448,0.0,spam
0.008152173913043478,0.015700340726021476,0.0033827885590648646,0.000572103058217873,0.008405530511819003,0.010584677419354838,0.00022340103990993871,0.0014661528150134047,0.17591881822452018,0.6747563778103507,0.012757989846439735,0.2972972972972973,0.0,ham
0.01358695652173913,0.01520637219406227,0.005707622896978163,0.001242447289886515,0.008817791335799852,0.007992511520737327,0.0003723350665165645,0.0011729222520107238,0.08841109016755772,0.796976727356955,0.005478272935073221,0.12857142857142856,0.5,ham
