K,trainingSize,testingSize,accuracy
6,0.1,0.9,0.62
7,0.1,0.9,0.60
8,0.1,0.9,0.67
9,0.1,0.9,0.67
10,0.1,0.9,0.64
11,0.1,0.9,0.67
12,0.1,0.9,0.56
13,0.1,0.9,0.62
14,0.1,0.9,0.54
15,0.1,0.9,0.57
16,0.1,0.9,0.55
17,0.1,0.9,0.63
18,0.1,0.9,0.58
19,0.1,0.9,0.65
20,0.1,0.9,0.58
2,0.1,0.9,0.62
3,0.1,0.9,0.72
4,0.1,0.9,0.62
5,0.1,0.9,0.66
6,0.1,0.9,0.63
7,0.1,0.9,0.66
8,0.1,0.9,0.63
9,0.1,0.9,0.62
10,0.1,0.9,0.63
11,0.1,0.9,0.63
12,0.1,0.9,0.58
13,0.1,0.9,0.61
14,0.1,0.9,0.58
15,0.1,0.9,0.64
16,0.1,0.9,0.61
17,0.1,0.9,0.56
18,0.1,0.9,0.53
19,0.1,0.9,0.56
20,0.1,0.9,0.55
2,0.1,0.9,0.67
3,0.1,0.9,0.67
4,0.1,0.9,0.62
5,0.1,0.9,0.69
6,0.1,0.9,0.63
7,0.1,0.9,0.64
8,0.1,0.9,0.61
9,0.1,0.9,0.65
10,0.1,0.9,0.55
11,0.1,0.9,0.64
12,0.1,0.9,0.56
13,0.1,0.9,0.59
14,0.1,0.9,0.60
15,0.1,0.9,0.57
16,0.1,0.9,0.64
17,0.1,0.9,0.60
18,0.1,0.9,0.57
19,0.1,0.9,0.56
20,0.1,0.9,0.55
2,0.1,0.9,0.65
3,0.1,0.9,0.68
4,0.1,0.9,0.64
5,0.1,0.9,0.61
6,0.1,0.9,0.54
7,0.1,0.9,0.64
8,0.1,0.9,0.62
9,0.1,0.9,0.60
10,0.1,0.9,0.54
11,0.1,0.9,0.66
12,0.1,0.9,0.62
13,0.1,0.9,0.49
14,0.1,0.9,0.61
15,0.1,0.9,0.60
16,0.1,0.9,0.62
17,0.1,0.9,0.62
18,0.1,0.9,0.56
19,0.1,0.9,0.61
20,0.1,0.9,0.61
2,0.1,0.9,0.64
3,0.1,0.9,0.69
4,0.1,0.9,0.65
5,0.1,0.9,0.67
6,0.1,0.9,0.66
7,0.1,0.9,0.65
8,0.1,0.9,0.64
9,0.1,0.9,0.57
10,0.1,0.9,0.61
11,0.1,0.9,0.57
12,0.1,0.9,0.60
13,0.1,0.9,0.59
14,0.1,0.9,0.55
15,0.1,0.9,0.58
16,0.1,0.9,0.56
17,0.1,0.9,0.66
18,0.1,0.9,0.59
19,0.1,0.9,0.64
20,0.1,0.9,0.50
2,0.1,0.9,0.65
3,0.1,0.9,0.64
4,0.1,0.9,0.63
5,0.1,0.9,0.64
6,0.1,0.9,0.64
7,0.1,0.9,0.61
8,0.1,0.9,0.55
9,0.1,0.9,0.58
10,0.1,0.9,0.61
11,0.1,0.9,0.65
12,0.1,0.9,0.59
13,0.1,0.9,0.69
14,0.1,0.9,0.59
15,0.1,0.9,0.63
16,0.1,0.9,0.57
17,0.1,0.9,0.57
18,0.1,0.9,0.58
19,0.1,0.9,0.53
20,0.1,0.9,0.60
2,0.1,0.9,0.63
3,0.1,0.9,0.65
4,0.1,0.9,0.58
5,0.1,0.9,0.72
6,0.1,0.9,0.61
7,0.1,0.9,0.63
8,0.1,0.9,0.58
9,0.1,0.9,0.59
10,0.1,0.9,0.57
11,0.1,0.9,0.54
12,0.1,0.9,0.57
13,0.1,0.9,0.63
14,0.1,0.9,0.56
15,0.1,0.9,0.62
16,0.1,0.9,0.64
17,0.1,0.9,0.55
18,0.1,0.9,0.59
19,0.1,0.9,0.61
20,0.1,0.9,0.54
2,0.1,0.9,0.67
3,0.1,0.9,0.70
4,0.1,0.9,0.60
5,0.1,0.9,0.67
6,0.1,0.9,0.59
7,0.1,0.9,0.62
8,0.1,0.9,0.61
9,0.1,0.9,0.60
10,0.1,0.9,0.61
11,0.1,0.9,0.67
12,0.1,0.9,0.60
13,0.1,0.9,0.61
14,0.1,0.9,0.62
15,0.1,0.9,0.52
16,0.1,0.9,0.63
17,0.1,0.9,0.59
18,0.1,0.9,0.52
19,0.1,0.9,0.55
20,0.1,0.9,0.62
2,0.1,0.9,0.65
3,0.1,0.9,0.69
4,0.1,0.9,0.60
5,0.1,0.9,0.67
6,0.1,0.9,0.66
7,0.1,0.9,0.64
8,0.1,0.9,0.58
9,0.1,0.9,0.69
10,0.1,0.9,0.62
11,0.1,0.9,0.59
12,0.1,0.9,0.57
13,0.1,0.9,0.64
14,0.1,0.9,0.60
15,0.1,0.9,0.56
16,0.1,0.9,0.59
17,0.1,0.9,0.57
18,0.1,0.9,0.59
19,0.1,0.9,0.54
20,0.1,0.9,0.59
2,0.1,0.9,0.62
3,0.1,0.9,0.69
4,0.1,0.9,0.62
5,0.1,0.9,0.66
6,0.1,0.9,0.60
7,0.1,0.9,0.68
8,0.1,0.9,0.58
9,0.1,0.9,0.63
10,0.1,0.9,0.57
11,0.1,0.9,0.59
12,0.1,0.9,0.55
13,0.1,0.9,0.59
14,0.1,0.9,0.61
15,0.1,0.9,0.54
16,0.1,0.9,0.56
17,0.1,0.9,0.57
18,0.1,0.9,0.60
19,0.1,0.9,0.58
20,0.1,0.9,0.60
