K,trainingSize,testingSize,accuracy
6,0.1,0.9,0.76
7,0.1,0.9,0.80
8,0.1,0.9,0.74
9,0.1,0.9,0.79
10,0.1,0.9,0.80
11,0.1,0.9,0.80
12,0.1,0.9,0.81
13,0.1,0.9,0.73
14,0.1,0.9,0.79
15,0.1,0.9,0.78
16,0.1,0.9,0.70
17,0.1,0.9,0.79
18,0.1,0.9,0.79
19,0.1,0.9,0.77
20,0.1,0.9,0.81
2,0.1,0.9,0.79
3,0.1,0.9,0.84
4,0.1,0.9,0.79
5,0.1,0.9,0.82
6,0.1,0.9,0.82
7,0.1,0.9,0.83
8,0.1,0.9,0.84
9,0.1,0.9,0.86
10,0.1,0.9,0.81
11,0.1,0.9,0.79
12,0.1,0.9,0.80
13,0.1,0.9,0.78
14,0.1,0.9,0.78
15,0.1,0.9,0.79
16,0.1,0.9,0.74
17,0.1,0.9,0.78
18,0.1,0.9,0.76
19,0.1,0.9,0.80
20,0.1,0.9,0.78
2,0.1,0.9,0.75
3,0.1,0.9,0.84
4,0.1,0.9,0.76
5,0.1,0.9,0.81
6,0.1,0.9,0.78
7,0.1,0.9,0.82
8,0.1,0.9,0.78
9,0.1,0.9,0.75
10,0.1,0.9,0.82
11,0.1,0.9,0.85
12,0.1,0.9,0.76
13,0.1,0.9,0.82
14,0.1,0.9,0.77
15,0.1,0.9,0.76
16,0.1,0.9,0.77
17,0.1,0.9,0.80
18,0.1,0.9,0.69
19,0.1,0.9,0.77
20,0.1,0.9,0.76
2,0.1,0.9,0.74
3,0.1,0.9,0.85
4,0.1,0.9,0.81
5,0.1,0.9,0.79
6,0.1,0.9,0.80
7,0.1,0.9,0.80
8,0.1,0.9,0.81
9,0.1,0.9,0.85
10,0.1,0.9,0.80
11,0.1,0.9,0.81
12,0.1,0.9,0.75
13,0.1,0.9,0.75
14,0.1,0.9,0.78
15,0.1,0.9,0.73
16,0.1,0.9,0.77
17,0.1,0.9,0.84
18,0.1,0.9,0.72
19,0.1,0.9,0.79
20,0.1,0.9,0.78
2,0.1,0.9,0.83
3,0.1,0.9,0.82
4,0.1,0.9,0.83
5,0.1,0.9,0.84
6,0.1,0.9,0.85
7,0.1,0.9,0.79
8,0.1,0.9,0.79
9,0.1,0.9,0.79
10,0.1,0.9,0.80
11,0.1,0.9,0.79
12,0.1,0.9,0.73
13,0.1,0.9,0.82
14,0.1,0.9,0.80
15,0.1,0.9,0.74
16,0.1,0.9,0.77
17,0.1,0.9,0.80
18,0.1,0.9,0.75
19,0.1,0.9,0.77
20,0.1,0.9,0.77
2,0.1,0.9,0.87
3,0.1,0.9,0.82
4,0.1,0.9,0.85
5,0.1,0.9,0.83
6,0.1,0.9,0.79
7,0.1,0.9,0.83
8,0.1,0.9,0.82
9,0.1,0.9,0.83
10,0.1,0.9,0.82
11,0.1,0.9,0.79
12,0.1,0.9,0.75
13,0.1,0.9,0.82
14,0.1,0.9,0.76
15,0.1,0.9,0.81
16,0.1,0.9,0.72
17,0.1,0.9,0.78
18,0.1,0.9,0.78
19,0.1,0.9,0.80
20,0.1,0.9,0.78
2,0.1,0.9,0.80
3,0.1,0.9,0.80
4,0.1,0.9,0.81
5,0.1,0.9,0.81
6,0.1,0.9,0.79
7,0.1,0.9,0.83
8,0.1,0.9,0.84
9,0.1,0.9,0.82
10,0.1,0.9,0.79
11,0.1,0.9,0.83
12,0.1,0.9,0.76
13,0.1,0.9,0.78
14,0.1,0.9,0.82
15,0.1,0.9,0.80
16,0.1,0.9,0.74
17,0.1,0.9,0.79
18,0.1,0.9,0.69
19,0.1,0.9,0.81
20,0.1,0.9,0.82
2,0.1,0.9,0.83
3,0.1,0.9,0.85
4,0.1,0.9,0.81
5,0.1,0.9,0.84
6,0.1,0.9,0.78
7,0.1,0.9,0.81
8,0.1,0.9,0.83
9,0.1,0.9,0.82
10,0.1,0.9,0.77
11,0.1,0.9,0.78
12,0.1,0.9,0.76
13,0.1,0.9,0.77
14,0.1,0.9,0.83
15,0.1,0.9,0.82
16,0.1,0.9,0.78
17,0.1,0.9,0.81
18,0.1,0.9,0.81
19,0.1,0.9,0.75
20,0.1,0.9,0.76
2,0.1,0.9,0.82
3,0.1,0.9,0.84
4,0.1,0.9,0.85
5,0.1,0.9,0.85
6,0.1,0.9,0.83
7,0.1,0.9,0.79
8,0.1,0.9,0.76
9,0.1,0.9,0.83
10,0.1,0.9,0.76
11,0.1,0.9,0.75
12,0.1,0.9,0.81
13,0.1,0.9,0.82
14,0.1,0.9,0.81
15,0.1,0.9,0.78
16,0.1,0.9,0.79
17,0.1,0.9,0.76
18,0.1,0.9,0.76
19,0.1,0.9,0.80
20,0.1,0.9,0.72
2,0.1,0.9,0.77
3,0.1,0.9,0.84
4,0.1,0.9,0.79
5,0.1,0.9,0.82
6,0.1,0.9,0.83
7,0.1,0.9,0.80
8,0.1,0.9,0.84
9,0.1,0.9,0.77
10,0.1,0.9,0.82
11,0.1,0.9,0.72
12,0.1,0.9,0.80
13,0.1,0.9,0.77
14,0.1,0.9,0.81
15,0.1,0.9,0.83
16,0.1,0.9,0.83
17,0.1,0.9,0.78
18,0.1,0.9,0.82
19,0.1,0.9,0.82
20,0.1,0.9,0.81
